,line_id,c1,c2,c3,c4,c5,c6,c7,c8,text,cb1,cb2,cb3,cb4,cb5,cb6,cb7,cb8,page_id,filepath,fontsize,spacing_upper,spacing_lower,class
3730,r0_025,477,1278,771,1278,771,1302,477,1302,Du Wonne der Natur!,1,1,1213,1,1213,1761,1,1761,128,/home/konle/Dropbox/OCR_lyric_res/polko/0130.xml,24,37,47,
3722,r0_026,478,1319,827,1319,827,1349,478,1349,Mit deinem Blumenkörbchen,1,1,1213,1,1213,1761,1,1761,128,/home/konle/Dropbox/OCR_lyric_res/polko/0130.xml,30,47,42,
3737,r0_027,477,1363,816,1363,816,1391,477,1391,Willkommen auf der Flur!,1,1,1213,1,1213,1761,1,1761,128,/home/konle/Dropbox/OCR_lyric_res/polko/0130.xml,28,42,45,
3721,r0_028,426,1406,759,1406,759,1436,426,1436,Ci! ei! da bi?t ja wieder!,1,1,1213,1,1213,1761,1,1761,128,/home/konle/Dropbox/OCR_lyric_res/polko/0130.xml,30,45,43,
3727,r0_029,477,1447,836,1447,836,1479,477,1479,Und bi?t ?o lieb und ?chön!,1,1,1213,1,1213,1761,1,1761,128,/home/konle/Dropbox/OCR_lyric_res/polko/0130.xml,32,43,43,
3718,r0_030,476,1490,881,1490,881,1522,476,1522,"Und freu'n wir uns ?o herzlich,",1,1,1213,1,1213,1761,1,1761,128,/home/konle/Dropbox/OCR_lyric_res/polko/0130.xml,32,43,42,
3735,r0_031,478,1533,759,1533,759,1564,478,1564,Entgegen dir zu gehn.,1,1,1213,1,1213,1761,1,1761,128,/home/konle/Dropbox/OCR_lyric_res/polko/0130.xml,31,42,0,
3757,r0_001,474,155,662,155,662,178,474,178,— 123 —,1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,23,0,72,
3769,r0_002,310,220,775,220,775,250,310,250,Denk?t auch noch an mein Mädchen?,1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,30,72,43,
3765,r0_003,365,264,650,264,650,293,365,293,"Ei, Lieber, denke doch!",1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,29,43,42,
3755,r0_004,360,306,746,306,746,335,360,335,"Dort liebte mich das Mädchen,",1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,29,42,43,
3746,r0_005,365,348,764,348,764,378,365,378,Und's Mädchen liebt mich noch.,1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,30,43,42,
3744,r0_006,310,390,742,390,742,420,310,420,Für's Mädchen manches Blümchen,1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,30,42,44,
3764,r0_007,362,434,691,434,691,464,362,464,Erbat ich mir von dir —,1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,30,44,42,
3748,r0_008,359,475,719,475,719,506,359,506,"Jch komm' und bitte wieder,",1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,31,42,43,
3770,r0_009,361,519,745,519,745,549,361,549,Und du? — du gib?t es mir.,1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,30,43,43,
3743,r0_010,310,561,705,561,705,592,310,592,"Willkommen, ?chöner Jüngling!",1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,31,43,36,
3751,r0_011,360,604,652,604,652,628,360,628,Du Wonne der Natur!,1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,24,36,47,
3741,r0_012,360,646,707,646,707,675,360,675,Mit deinem Blumenkörbchen,1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,29,47,42,
3747,r0_013,361,689,697,689,697,717,361,717,Willkommen auf der Flur!,1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,28,42,31,
3768,r0_014,671,730,744,730,744,748,671,748,Schiller,1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,18,31,160,
3750,r0_015,251,871,878,871,878,908,251,908,Wenn der Frühling auf die Berge ?teigt.,1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,37,160,74,
3762,r0_016,240,933,783,933,783,982,240,982,Wenn der Frühling auf die Berge ?teigt,1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,49,74,42,
3763,r0_017,294,994,829,994,829,1024,294,1024,Und im Sonnen?trahl der Schnee zerfließt.,1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,30,42,43,
3766,r0_018,293,1037,838,1037,838,1067,293,1067,Wenn das er?te Grün am Baum ?ich zeigt,1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,30,43,42,
3760,r0_019,294,1079,862,1079,862,1109,294,1109,Und im Gras das er?te Blümlein ?prießt —,1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,30,42,43,
3745,r0_020,344,1122,625,1122,625,1152,344,1152,Wenn vorbei im Thal,1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,30,43,37,
3742,r0_021,342,1165,600,1165,600,1189,342,1189,Nun mit einem Mal,1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,24,37,49,
3754,r0_022,293,1207,689,1207,689,1238,293,1238,"Alle Regenzeit und Winterqual,",1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,31,49,42,
3756,r0_023,343,1248,670,1248,670,1280,343,1280,Schallt es von den Höh'n,1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,32,42,43,
3759,r0_024,342,1292,612,1292,612,1323,342,1323,Bis zum Thale weit:,1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,31,43,42,
3761,r0_025,341,1334,589,1334,589,1365,341,1365,"O, wie wunder?chön",1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,31,42,43,
3753,r0_026,343,1378,616,1378,616,1408,343,1408,J?t die Frühlingszeit!,1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,30,43,42,
3767,r0_027,240,1419,764,1419,764,1450,240,1450,"Wenn am Glet?cher heiß die Sonne leckt,",1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,31,42,42,
3752,r0_028,292,1461,831,1461,831,1492,292,1492,"Wenn die Quelle von den Bergen ?pringt,",1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,31,42,44,
3758,r0_029,292,1505,793,1505,793,1536,292,1536,Alles rings mit jungem Grün ?ich deckt,1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,31,44,42,
3749,r0_030,290,1547,815,1547,815,1578,290,1578,Und das Lu?tgetön der Wälder klingt —,1,1,1213,1,1213,1761,1,1761,129,/home/konle/Dropbox/OCR_lyric_res/polko/0131.xml,31,42,0,
3787,r0_001,568,149,755,149,755,171,568,171,— 124 —,1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,22,0,73,
3799,r0_002,472,215,713,215,713,244,472,244,Lüfte lind und lau,1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,29,73,44,
3795,r0_003,473,256,749,256,749,288,473,288,"Würzt die grüne Au',",1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,32,44,42,
3785,r0_004,423,300,945,300,945,330,423,330,"Und der Himmel lacht ?o rein und blau,",1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,30,42,43,
3776,r0_005,472,342,798,342,798,373,472,373,Schallt es von den Höh'n,1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,31,43,43,
3774,r0_006,472,386,744,386,744,416,472,416,Bis zum Thale weit:,1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,30,43,42,
3794,r0_007,472,428,723,428,723,458,472,458,"O, wie wunder?chön",1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,30,42,44,
3778,r0_008,470,472,742,472,742,502,470,502,J?t die Frühlingszeit!,1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,30,44,43,
3800,r0_009,370,513,917,513,917,545,370,545,"War's nicht auch zur jungen Frühlingszeit,",1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,32,43,43,
3773,r0_010,420,557,946,557,946,588,420,588,Als dein Herz ?ich meinem Herz er?chloß?,1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,31,43,42,
3781,r0_011,420,601,867,601,867,630,420,630,"Als von dir, du wunder?üße Maid.",1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,29,42,44,
3771,r0_012,420,643,855,643,855,674,420,674,Jch den er?ten langen Kuß genoß;,1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,31,44,44,
3777,r0_013,470,686,772,686,772,718,470,718,Durch den Hain erklang,1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,32,44,41,
3798,r0_014,471,728,684,728,684,759,471,759,Heller Lu?tge?ang.,1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,31,41,45,
3780,r0_015,419,772,976,772,976,804,419,804,Und die Quelle von den Bergen ?prang —,1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,32,45,42,
3792,r0_016,471,814,789,814,789,846,471,846,Scholl es von den Höh'n,1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,32,42,42,
3793,r0_017,471,858,746,858,746,888,471,888,Bis zum Thale weit:,1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,30,42,42,
3796,r0_018,470,900,721,900,721,930,470,930,"O, wie wunder?chön",1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,30,42,44,
3790,r0_019,470,942,742,942,742,974,470,974,J?t die Frühlingszeit!,1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,32,44,183,
3775,r0_020,535,1122,787,1122,787,1157,535,1157,O ?üße Mutter!,1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,35,183,65,
3772,r0_021,473,1177,700,1177,700,1222,473,1222,"""G ?uße Mutter,",1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,45,65,-224,
3784,r0_022,792,976,985,976,985,998,792,998,Friedrich Boden?tedt.,1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,22,-224,269,
3786,r0_023,521,1236,818,1236,818,1267,521,1267,"Jch kann nicht ?pinnen,",1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,31,269,43,
3789,r0_024,522,1279,775,1279,775,1310,522,1310,Jch kann nicht ?itzen,1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,31,43,42,
3791,r0_025,521,1322,780,1322,780,1352,521,1352,"Jm Stübchen innen,",1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,30,42,42,
3783,r0_026,520,1364,737,1364,737,1394,520,1394,Jm engen Haus;,1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,30,42,44,
3797,r0_027,522,1407,803,1407,803,1438,522,1438,"Es ?tockt das Rädchen,",1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,31,44,42,
3782,r0_028,525,1450,797,1450,797,1480,525,1480,"Es reißt das Fädchen,",1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,30,42,43,
3788,r0_029,522,1493,715,1493,715,1523,522,1523,"O ?üße Mutter,",1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,30,43,42,
3779,r0_030,521,1537,734,1537,734,1565,521,1565,Jch muß hinaus.,1,1,1213,1,1213,1761,1,1761,130,/home/konle/Dropbox/OCR_lyric_res/polko/0132.xml,28,42,0,
3818,r0_001,456,153,759,153,759,177,456,177,— 125 —,1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,24,0,74,
3831,r0_002,362,221,626,221,626,251,362,251,",,Der Frühling gucket",1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,30,74,41,
3826,r0_003,410,263,715,263,715,292,410,292,"Hell durch die Scheiben,",1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,29,41,45,
3816,r0_004,410,307,675,307,675,337,410,337,"Wer kann nun ?itzen,",1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,30,45,37,
3807,r0_005,410,349,694,349,694,374,410,374,Wer kann nun bleiben,1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,25,37,48,
3805,r0_006,409,392,624,392,624,422,409,422,Und fleißig ?ein?,1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,30,48,43,
3825,r0_007,410,436,636,436,636,465,410,465,O laß mich gehen,1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,29,43,43,
3809,r0_008,413,479,667,479,667,508,413,508,"Und laß mich ?ehen,",1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,29,43,43,
3832,r0_009,409,522,656,522,656,551,409,551,Ob ich kann fliegen,1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,29,43,43,
3804,r0_010,411,563,587,563,587,594,411,594,Wie Vögelein.,1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,31,43,55,
3812,r0_011,361,619,603,619,603,649,361,649,",,O laß mich ?ehen,",1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,30,55,42,
3801,r0_012,416,661,680,661,680,691,416,691,"O laß mich lau?chen,",1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,30,42,42,
3808,r0_013,412,705,659,705,659,733,412,733,Wo Lüftlein wehen.,1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,28,42,44,
3830,r0_014,412,746,693,746,693,777,412,777,"Wo Bächlein rau?chen,",1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,31,44,43,
3811,r0_015,412,790,679,790,679,820,412,820,Wo Blümlein blühn.,1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,30,43,43,
3823,r0_016,411,833,670,833,670,863,411,863,Laß ?ie mich pflücken,1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,30,43,43,
3824,r0_017,412,875,720,875,720,906,412,906,Und ?chön mir ?chmucken,1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,31,43,36,
3828,r0_018,411,918,656,918,656,942,411,942,Die braunen Locken,1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,24,36,43,
3821,r0_019,411,961,652,961,652,985,411,985,Mit buntem Grün,1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,24,43,56,
3806,r0_020,363,1016,644,1016,644,1041,363,1041,",,Und kommen Knaben",1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,25,56,46,
3803,r0_021,412,1059,649,1059,649,1087,412,1087,"Jn wilden Haufen,",1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,28,46,44,
3815,r0_022,414,1102,653,1102,653,1131,414,1131,"So will ich traben,",1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,29,44,43,
3817,r0_023,414,1144,656,1144,656,1174,414,1174,"So will ich laufen,",1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,30,43,43,
3820,r0_024,414,1188,629,1188,629,1217,414,1217,"Nicht ?tille ?tehn,",1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,29,43,42,
3822,r0_025,414,1230,642,1230,642,1259,414,1259,Will hinter Hecken,1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,29,42,43,
3814,r0_026,412,1273,658,1273,658,1302,412,1302,"Mich hier ver?tecken,",1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,29,43,41,
3829,r0_027,415,1314,660,1314,660,1343,415,1343,Bis ?ie mit Lärmen,1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,29,41,44,
3813,r0_028,413,1357,591,1357,591,1387,413,1387,Vorüber gehn.,1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,30,44,59,
3819,r0_029,366,1417,641,1417,641,1446,366,1446,",,Bringt aber Blumen",1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,29,59,41,
3810,r0_030,416,1459,672,1459,672,1487,416,1487,"Ein frommer Knabe,",1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,28,41,44,
3827,r0_031,414,1502,666,1502,666,1531,414,1531,Die ich zum Kranze,1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,29,44,44,
3802,r0_032,415,1542,637,1542,637,1575,415,1575,Ju?t nöthig habe:,1,1,1213,1,1213,1761,1,1761,132,/home/konle/Dropbox/OCR_lyric_res/polko/0135.xml,33,44,0,
3849,r0_001,449,150,746,150,746,173,449,173,? - 126 —,1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,23,0,73,
3861,r0_002,517,217,766,217,766,246,517,246,Was ?oll ich thun?,1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,29,73,43,
3857,r0_003,516,259,799,259,799,289,516,289,"Darf ich wohl nickend,",1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,30,43,42,
3847,r0_004,518,302,815,302,815,331,518,331,"Jhm freundlich blickend,",1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,29,42,42,
3838,r0_005,515,344,711,344,711,373,515,373,"O ?üße Mutter,",1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,29,42,42,
3836,r0_006,519,384,810,384,810,415,519,415,"Zur Seit' ihm ruhn?""",1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,31,42,32,
3856,r0_007,786,427,953,427,953,447,786,447,Friedrich Rückert.,1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,20,32,162,
3840,r0_008,445,572,856,572,856,609,445,609,Der Wandrer geht alleine.,1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,37,162,61,
3862,r0_009,394,620,767,620,767,670,394,670,Her Ma t auf dem Wege.,1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,50,61,39,
3835,r0_010,445,679,795,679,795,709,445,709,Der Mai i?t vor der Thür:,1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,30,39,41,
3843,r0_011,444,721,792,721,792,750,444,750,"Jm Garten, auf der Wie?e,",1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,29,41,44,
3833,r0_012,445,764,820,764,820,794,445,794,"Jhr Blümlein, kommt herfür!",1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,30,44,43,
3839,r0_013,393,805,824,805,824,837,393,837,"Da hab' ich den Stab genommen,",1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,32,43,43,
3860,r0_014,444,848,882,848,882,880,444,880,Da hab' ich das Bündel ge?chnürt.,1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,32,43,42,
3842,r0_015,443,890,836,890,836,922,443,922,"Zieh' weiter und immer weiter,",1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,32,42,43,
3854,r0_016,444,935,826,935,826,965,444,965,Wohin die Straße mich führt.,1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,30,43,42,
3855,r0_017,394,976,801,976,801,1007,394,1007,"Und über mir ziehen die Vögel,",1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,31,42,43,
3858,r0_018,443,1018,833,1018,833,1050,443,1050,Sie ziehen in lu?tigen Reih'n;,1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,32,43,43,
3852,r0_019,443,1062,926,1062,926,1093,443,1093,"Sie zwit?chern und trillern und flöten,",1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,31,43,43,
3837,r0_020,444,1103,883,1103,883,1136,444,1136,Als ging's in den Himmel hinein.,1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,33,43,42,
3834,r0_021,392,1148,720,1148,720,1178,392,1178,"Der Wandrer geht alleine,",1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,30,42,170,
3846,r0_022,391,1321,429,1321,429,1348,391,1348,Ja.,1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,27,170,-127,
3848,r0_023,442,1190,825,1190,825,1221,442,1221,Geht ?chweigend ?einen Gang;,1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,31,-127,41,
3851,r0_024,442,1233,820,1233,820,1262,442,1262,"Das Bündel will ihn drücken,",1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,29,41,44,
3853,r0_025,443,1276,810,1276,810,1306,443,1306,Der Weg wird ihm zu lang.,1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,30,44,43,
3845,r0_026,450,1319,734,1319,734,1349,450,1349,wenn wir allzu?ammen,1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,30,43,43,
3859,r0_027,443,1360,799,1360,799,1392,443,1392,So zögen in's Land hinein!,1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,32,43,42,
3844,r0_028,446,1403,844,1403,844,1434,446,1434,"Und wenn auch das nicht wäre,",1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,31,42,44,
3850,r0_029,442,1446,842,1446,842,1478,442,1478,Könnt' Eine nur mit mir ?ein!,1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,32,44,30,
3841,r0_030,818,1488,982,1488,982,1508,818,1508,Wilhelm Müller.,1,1,1213,1,1213,1761,1,1761,133,/home/konle/Dropbox/OCR_lyric_res/polko/0136.xml,20,30,0,
3880,r0_001,462,155,763,155,763,179,462,179,— 127 —,1,1,1213,1,1213,1761,1,1761,134,/home/konle/Dropbox/OCR_lyric_res/polko/0137.xml,24,0,93,
3893,r0_002,427,236,677,236,677,272,427,272,Frühlingseinzug.,1,1,1213,1,1213,1761,1,1761,134,/home/konle/Dropbox/OCR_lyric_res/polko/0137.xml,36,93,68,
3888,r0_003,245,291,675,291,675,340,245,340,"He gen?ter auf, die Herzen auf!",1,1,1213,1,1213,1761,1,1761,134,/home/konle/Dropbox/OCR_lyric_res/polko/0137.xml,49,68,39,
3878,r0_004,294,349,597,349,597,379,294,379,Ge?chwinde! Ge?chwinde!,1,1,1213,1,1213,1761,1,1761,134,/home/konle/Dropbox/OCR_lyric_res/polko/0137.xml,30,39,43,
3869,r0_005,295,392,667,392,667,422,295,422,"Der alte Winter will heraus,",1,1,1213,1,1213,1761,1,1761,134,/home/konle/Dropbox/OCR_lyric_res/polko/0137.xml,30,43,43,
3867,r0_006,295,434,764,434,764,465,295,465,"Er trippelt äng?tlich durch das Haus,",1,1,1213,1,1213,1761,1,1761,134,/home/konle/Dropbox/OCR_lyric_res/polko/0137.xml,31,43,42,
3887,r0_007,295,476,732,476,732,507,295,507,Er windet bang' ?ich in der Bru?t,1,1,1213,1,1213,1761,1,1761,134,/home/konle/Dropbox/OCR_lyric_res/polko/0137.xml,31,42,44,
3871,r0_008,296,520,730,520,730,551,296,551,Und kramt zu?ammen ?einen Wu?t,1,1,1213,1,1213,1761,1,1761,134,/home/konle/Dropbox/OCR_lyric_res/polko/0137.xml,31,44,42,
3894,r0_009,293,562,579,562,579,593,293,593,"Ge?chwinde, ge?chwinde.",1,1,1213,1,1213,1761,1,1761,134,/home/konle/Dropbox/OCR_lyric_res/polko/0137.xml,31,42,42,
